,episode,missed,reward,sloth
0,0,19.0,-19794.0,-10294
1,1,17.0,-17070.0,-8570
2,2,16.0,-15979.0,-7979
3,3,17.0,-15581.0,-7081
4,4,17.0,-18887.0,-10387
5,5,20.0,-18455.0,-8455
6,6,6.0,-10498.0,-7498
7,7,14.0,-15758.0,-8758
8,8,11.0,-13727.0,-8227
9,9,10.0,-17810.0,-12810
10,10,3.0,-6697.0,-5197
11,11,4.0,-9465.0,-7465
12,12,4.0,-9676.0,-7676
13,13,7.0,-10641.0,-7141
14,14,7.0,-9977.0,-6477
15,15,4.0,-7808.0,-5808
16,16,5.0,-6990.0,-4490
17,17,8.0,-9016.0,-5016
18,18,18.0,-17969.0,-8969
19,19,1.0,-5416.0,-4916
20,20,8.0,-9590.0,-5590
21,21,4.0,-9859.0,-7859
22,22,4.0,-7165.0,-5165
23,23,5.0,-8194.0,-5694
24,24,3.0,-7238.0,-5738
25,25,4.0,-6696.0,-4696
26,26,4.0,-7064.0,-5064
27,27,4.0,-7273.0,-5273
28,28,2.0,-8861.0,-7861
29,29,3.0,-5665.0,-4165
30,30,5.0,-9229.0,-6729
31,31,0.0,-5773.0,-5773
32,32,3.0,-7164.0,-5664
33,33,2.0,-6889.0,-5889
34,34,3.0,-7276.0,-5776
35,35,4.0,-7062.0,-5062
36,36,3.0,-5867.0,-4367
37,37,3.0,-6725.0,-5225
38,38,6.0,-10550.0,-7550
39,39,7.0,-13268.0,-9768
40,40,1.0,-5326.0,-4826
41,41,1.0,-5484.0,-4984
42,42,3.0,-6659.0,-5159
43,43,2.0,-5566.0,-4566
44,44,4.0,-6891.0,-4891
45,45,4.0,-7615.0,-5615
46,46,4.0,-7976.0,-5976
47,47,2.0,-5984.0,-4984
48,48,6.0,-10279.0,-7279
49,49,2.0,-5423.0,-4423
50,50,3.0,-6374.0,-4874
51,51,3.0,-6981.0,-5481
52,52,2.0,-5996.0,-4996
53,53,3.0,-6584.0,-5084
54,54,6.0,-8260.0,-5260
55,55,6.0,-8508.0,-5508
56,56,4.0,-7575.0,-5575
57,57,2.0,-6130.0,-5130
58,58,0.0,-5097.0,-5097
59,59,7.0,-9932.0,-6432
60,60,7.0,-14688.0,-11188
61,61,5.0,-7783.0,-5283
62,62,2.0,-6633.0,-5633
63,63,4.0,-7418.0,-5418
64,64,2.0,-5899.0,-4899
65,65,4.0,-6576.0,-4576
66,66,3.0,-7477.0,-5977
67,67,2.0,-5841.0,-4841
68,68,4.0,-8403.0,-6403
69,69,3.0,-6808.0,-5308
70,70,7.0,-10572.0,-7072
71,71,4.0,-6982.0,-4982
72,72,1.0,-5550.0,-5050
73,73,7.0,-8306.0,-4806
74,74,5.0,-8108.0,-5608
75,75,4.0,-7417.0,-5417
76,76,2.0,-6819.0,-5819
77,77,3.0,-7373.0,-5873
78,78,3.0,-7431.0,-5931
79,79,5.0,-11113.0,-8613
80,80,5.0,-7540.0,-5040
81,81,5.0,-7807.0,-5307
82,82,1.0,-5294.0,-4794
83,83,2.0,-5839.0,-4839
84,84,2.0,-5859.0,-4859
85,85,9.0,-9535.0,-5035
86,86,2.0,-6140.0,-5140
87,87,3.0,-6386.0,-4886
88,88,8.0,-9616.0,-5616
89,89,5.0,-8867.0,-6367
90,90,2.0,-6488.0,-5488
91,91,3.0,-6758.0,-5258
92,92,3.0,-7163.0,-5663
93,93,2.0,-7688.0,-6688
94,94,1.0,-5327.0,-4827
95,95,2.0,-6007.0,-5007
96,96,4.0,-6503.0,-4503
97,97,4.0,-7250.0,-5250
98,98,3.0,-6141.0,-4641
99,99,10.0,-12567.0,-7567
100,100,4.0,-6811.0,-4811
101,101,8.0,-9753.0,-5753
102,102,5.0,-7750.0,-5250
103,103,6.0,-7080.0,-4080
104,104,2.0,-6340.0,-5340
105,105,0.0,-5095.0,-5095
106,106,3.0,-5847.0,-4347
107,107,5.0,-8427.0,-5927
108,108,2.0,-6814.0,-5814
109,109,7.0,-11241.0,-7741
110,110,4.0,-7468.0,-5468
111,111,2.0,-6182.0,-5182
112,112,1.0,-6424.0,-5924
113,113,6.0,-8120.0,-5120
114,114,2.0,-6580.0,-5580
115,115,4.0,-7190.0,-5190
116,116,6.0,-7320.0,-4320
117,117,1.0,-5229.0,-4729
118,118,7.0,-8968.0,-5468
119,119,9.0,-16731.0,-12231
