,episode,missed,reward,sloth
0,0,19.0,-18719.0,-9219
1,1,14.0,-14385.0,-7385
2,2,15.0,-14065.0,-6565
3,3,16.0,-13941.0,-5941
4,4,13.0,-12885.0,-6385
5,5,18.0,-17954.0,-8954
6,6,14.0,-13598.0,-6598
7,7,17.0,-16033.0,-7533
8,8,15.0,-13308.0,-5808
9,9,11.0,-12646.0,-7146
10,10,19.0,-16205.0,-6705
11,11,16.0,-15826.0,-7826
12,12,11.0,-13586.0,-8086
13,13,11.0,-14962.0,-9462
14,14,2.0,-6104.0,-5104
15,15,5.0,-7254.0,-4754
16,16,6.0,-7533.0,-4533
17,17,2.0,-5634.0,-4634
18,18,2.0,-7157.0,-6157
19,19,7.0,-9562.0,-6062
20,20,1.0,-4941.0,-4441
21,21,2.0,-6250.0,-5250
22,22,4.0,-7450.0,-5450
23,23,2.0,-5758.0,-4758
24,24,3.0,-7153.0,-5653
25,25,3.0,-7041.0,-5541
26,26,5.0,-8008.0,-5508
27,27,3.0,-7935.0,-6435
28,28,5.0,-7491.0,-4991
29,29,3.0,-7551.0,-6051
30,30,5.0,-7975.0,-5475
31,31,2.0,-6738.0,-5738
32,32,6.0,-7941.0,-4941
33,33,1.0,-6517.0,-6017
34,34,7.0,-10770.0,-7270
35,35,6.0,-7696.0,-4696
36,36,2.0,-5491.0,-4491
37,37,3.0,-6585.0,-5085
38,38,1.0,-6469.0,-5969
39,39,2.0,-6984.0,-5984
40,40,2.0,-6047.0,-5047
41,41,2.0,-6034.0,-5034
42,42,1.0,-5607.0,-5107
43,43,3.0,-7229.0,-5729
44,44,3.0,-7373.0,-5873
45,45,4.0,-8105.0,-6105
46,46,3.0,-7497.0,-5997
47,47,5.0,-8233.0,-5733
48,48,1.0,-6138.0,-5638
49,49,5.0,-9925.0,-7425
50,50,3.0,-9536.0,-8036
51,51,1.0,-5813.0,-5313
52,52,2.0,-6470.0,-5470
53,53,4.0,-7104.0,-5104
54,54,2.0,-6633.0,-5633
55,55,3.0,-6496.0,-4996
56,56,5.0,-7096.0,-4596
57,57,4.0,-7210.0,-5210
58,58,0.0,-5130.0,-5130
59,59,3.0,-6865.0,-5365
60,60,3.0,-8624.0,-7124
61,61,4.0,-9074.0,-7074
62,62,2.0,-5588.0,-4588
63,63,1.0,-6391.0,-5891
64,64,3.0,-6169.0,-4669
65,65,2.0,-6090.0,-5090
66,66,4.0,-7214.0,-5214
67,67,5.0,-6872.0,-4372
68,68,0.0,-4866.0,-4866
69,69,4.0,-7019.0,-5019
70,70,0.0,-5560.0,-5560
71,71,2.0,-6616.0,-5616
72,72,1.0,-7429.0,-6929
73,73,1.0,-5858.0,-5358
74,74,4.0,-11063.0,-9063
75,75,5.0,-7617.0,-5117
76,76,6.0,-7894.0,-4894
77,77,3.0,-5777.0,-4277
78,78,4.0,-7135.0,-5135
79,79,3.0,-7424.0,-5924
80,80,3.0,-6689.0,-5189
81,81,1.0,-5612.0,-5112
82,82,1.0,-5612.0,-5112
83,83,1.0,-6151.0,-5651
84,84,2.0,-6535.0,-5535
85,85,0.0,-5664.0,-5664
86,86,4.0,-7303.0,-5303
87,87,4.0,-6987.0,-4987
88,88,1.0,-5677.0,-5177
89,89,5.0,-8584.0,-6084
90,90,5.0,-8011.0,-5511
91,91,6.0,-11936.0,-8936
92,92,5.0,-8278.0,-5778
93,93,3.0,-6918.0,-5418
94,94,3.0,-6629.0,-5129
95,95,4.0,-7503.0,-5503
96,96,3.0,-7790.0,-6290
97,97,5.0,-9451.0,-6951
98,98,6.0,-7621.0,-4621
99,99,8.0,-9104.0,-5104
100,100,2.0,-7172.0,-6172
101,101,2.0,-7034.0,-6034
102,102,3.0,-6639.0,-5139
103,103,4.0,-6992.0,-4992
104,104,2.0,-6806.0,-5806
105,105,1.0,-5903.0,-5403
106,106,1.0,-5956.0,-5456
107,107,2.0,-5934.0,-4934
108,108,4.0,-7338.0,-5338
109,109,5.0,-8311.0,-5811
110,110,2.0,-7017.0,-6017
111,111,4.0,-6986.0,-4986
112,112,2.0,-6167.0,-5167
113,113,4.0,-7001.0,-5001
114,114,3.0,-6629.0,-5129
115,115,1.0,-5677.0,-5177
116,116,1.0,-5264.0,-4764
117,117,0.0,-5390.0,-5390
118,118,1.0,-5694.0,-5194
119,119,2.0,-5651.0,-4651
120,120,3.0,-6511.0,-5011
121,121,3.0,-6813.0,-5313
122,122,3.0,-6893.0,-5393
123,123,3.0,-6897.0,-5397
124,124,4.0,-7079.0,-5079
125,125,3.0,-7848.0,-6348
126,126,3.0,-6031.0,-4531
127,127,3.0,-6159.0,-4659
128,128,4.0,-7410.0,-5410
129,129,2.0,-5832.0,-4832
130,130,1.0,-6437.0,-5937
131,131,3.0,-6078.0,-4578
132,132,2.0,-6045.0,-5045
133,133,2.0,-6455.0,-5455
134,134,4.0,-8799.0,-6799
135,135,4.0,-9240.0,-7240
136,136,5.0,-9015.0,-6515
137,137,3.0,-6324.0,-4824
138,138,4.0,-8585.0,-6585
139,139,4.0,-7974.0,-5974
140,140,4.0,-7238.0,-5238
141,141,3.0,-7013.0,-5513
142,142,1.0,-5763.0,-5263
143,143,9.0,-12201.0,-7701
144,144,4.0,-7566.0,-5566
145,145,5.0,-8189.0,-5689
146,146,1.0,-5446.0,-4946
147,147,2.0,-5961.0,-4961
148,148,5.0,-7569.0,-5069
149,149,2.0,-5989.0,-4989
